text,sarcastic
"Really, with C being between 1/2 and 2 million defensive gun uses per year. Or perhaps the hundreds of millions of legal, non-defense related, gun uses per year. When you compare the number times a guns are used legally to the number of times they are used illegally, B becomes pretty insignificant.",0
"Oh my goodness, yes. I had forgotten that scenario. How silly of me.",1
"Under interracial marriage, no black person was prohibited from marrying either.Should people have been satisfied with interracial couples being classified as ""civil unions""?emoticonXFrazzledToday, we recognize that racism is wrong.Yet some people still persist with homophobia. They fail to have a historical context on the real meaning of the methodology they recommend.",0
"Of course I can't. Can you guarantee that the apparent mugging about to happen isn't some poor slob about to ask directions? 
Big guy, dark parking lot, bang bang. Better safe than sorry, eh?",1
"--------------------------------------------------------------------------
 I do not believe that the supreme court adressed the the problem of convicted fellons having the death penelty reduced to life in prison and going on to kill in prison.",0
"So you're kind of like a crimelord who claims to be a pacifist because he has thugs on the payroll who do the dirty work for him?   ""Ah well you see, my personal morality prohibits violence, but that doesn't inhibit me from financing, applauding and demanding violence be done on my behalf whenever it suits me. You see, as long as my hands don't directly commit the violence, I am pure as snow"".   In other words, you're discussing when government should use violence. Which according to you, is a lot of the time. Especially should someone dare to defend themselves against a home invader.   You really don't see the hypocrisy in condemning someone for violence and simultaneously calling for more violence, do you?",1
You just had to bring Godwin into didn't you. >_>   Besides what good is a corpse? Nevermind you're never going to understand my logic so I might as well not waste the time.,1
"If anyone’s wondering how my day’s going, I’ve just bought the biggest bottle of banana milk I could get my hands on, cause emotionally I need it, and I’m fairly lactose intolerant.",0
"Here is a little snippet from the Catholic Planet web page. Even they admit that there was copying going on. But you can ignore the evidence if you wish. It's what we expect from you.
",1
"It's certainly possible that God was the motivating force for the big bang, and tweaked the universal constants to give rise to the universe we're in now. Of course, when I say God, I mean a God. The one I just described doesn't fit the description of any diety in any religion that I know of. Some sort of extra-dimensional grad student may have created this universe in a lab for his thesis, and it would still fit the model I just gave.   And what do you mean by ""created evolution""? Do you mean created genes? Mutations? Do you mean what if God is directing mutations in a specific direction? Please clarify.",0
yesterday 4 dinner I just had rice w/ sriracha sauce on it and it was arguably the best meal I've had in a while,0
"Oh deary me, no. Where do I even start?  The bacteria and enzymes in your gut and intestinal tract that digest food are every bit as microscopic, and they thrive on specific compounds, not elements. Sugars and fats are plain old carbon, hydrogen and oxy",0
"Nor is there any need for some mythical molecular elemental, nebulas natural selection, or mystical transitionals based on peicemeal forensics and antithestic rhetoric.",1
Bar Woah Knee,0
"Study, study, study",0
I just met Tyga wth 😂,0
Calling all user researchers: who fancies beta testing our new thing? It’s good. https://t.co/Ww4iHVkdZ2,0
".@GMA you just mis-gendered Jordan Cofer, victim in the Dayton shooting, again. Please do better.",0
50 years? wow! really? is that a typo? exactly which years? from when to when? i'm confused.,1
"well if I’ve learnt one thing this week, it’s that there is nothing more mortifying than having to watch back your own recorded talk during a conference",0
"But in all reality an embryo is inside a uterus, living solely through a placenta and a two month old baby is not. That is a significant difference. One may argue how significant, but it is silly to say the only difference is time.",1
